ship_id,ship_name,ship_type_id,ship_type_name,datetime,lat,lon,port_reported,super_unique_id,haversine_dist,obs,tot,id_check
2764,KAROLI,7,Cargo,2016-12-19T12:55:01Z,54.5644,18.83774,gdansk,"2764,KAROLI,7,Cargo",0,43,46610.4519800583,"2764,KAROLI,7,Cargoyes"
2764,KAROLI,7,Cargo,2016-12-19T12:59:02Z,54.54369,18.80568,gdansk,"2764,KAROLI,7,Cargo",3098.18940038824,44,46610.4519800583,"2764,KAROLI,7,Cargoyes"
3338,KERLI,7,Cargo,2016-12-17T07:59:01Z,54.73725,18.97902,gdansk,"3338,KERLI,7,Cargo",0,1215,111941.368364754,"3338,KERLI,7,Cargoyes"
3338,KERLI,7,Cargo,2016-12-17T08:01:02Z,54.76132,18.98187,gdansk,"3338,KERLI,7,Cargo",2685.70948317424,1216,111941.368364754,"3338,KERLI,7,Cargoyes"
3615,FINNKRAFT,7,Cargo,2016-12-13T22:31:02Z,54.6725,18.99983,gdansk,"3615,FINNKRAFT,7,Cargo",1245.00098944586,354,358968.366807472,"3615,FINNKRAFT,7,Cargoyes"
3615,FINNKRAFT,7,Cargo,2016-12-15T16:49:02Z,54.79053,18.89155,gdansk,"3615,FINNKRAFT,7,Cargo",14868.5700969393,355,358968.366807472,"3615,FINNKRAFT,7,Cargoyes"
5628,FINNPULP,7,Cargo,2016-12-19T06:23:02Z,54.67507,18.94194,gdansk,"5628,FINNPULP,7,Cargo",517.609596670405,17,58691.5329798606,"5628,FINNPULP,7,Cargoyes"
5628,FINNPULP,7,Cargo,2016-12-19T06:25:02Z,54.66213,18.93311,gdansk,"5628,FINNPULP,7,Cargo",1548.5787217859,18,58691.5329798606,"5628,FINNPULP,7,Cargoyes"
6223,MERI,7,Cargo,2016-12-16T12:55:07Z,54.4373,18.65869,gdynia,"6223,MERI,7,Cargo",0,3917,63406.7098196836,"6223,MERI,7,Cargoyes"
6223,MERI,7,Cargo,2016-12-16T12:57:02Z,54.45842,18.69403,gdansk,"6223,MERI,7,Cargo",3280.21260629561,3918,63406.7098196836,"6223,MERI,7,Cargoyes"
6333,BALTICO,8,Tanker,2016-12-19T03:19:02Z,54.45685,18.99749,gdansk,"6333,BALTICO,8,Tanker",797.450413863189,3982,116592.039323341,"6333,BALTICO,8,Tankeryes"
6333,BALTICO,8,Tanker,2016-12-19T05:01:02Z,54.78958,18.99259,gdansk,"6333,BALTICO,8,Tanker",37040.6803680806,3983,116592.039323341,"6333,BALTICO,8,Tankeryes"
6349,SUULA,8,Tanker,2016-12-20T01:03:02Z,54.42691,18.92613,gdansk,"6349,SUULA,8,Tanker",433.067911042477,1613,44701.5849003687,"6349,SUULA,8,Tankeryes"
6349,SUULA,8,Tanker,2016-12-20T01:05:02Z,54.42949,18.95248,gdansk,"6349,SUULA,8,Tanker",1730.35052930985,1614,44701.5849003687,"6349,SUULA,8,Tankeryes"
23788,VTS HEL,0,Unspecified,2016-12-15T18:57:02Z,54.59999,18.8129,gdansk,"23788,VTS HEL,0,Unspecified",1.28970601913425,266,104.522445221574,"23788,VTS HEL,0,Unspecifiedyes"
23788,VTS HEL,0,Unspecified,2016-12-17T18:45:02Z,54.60001,18.81289,gdansk,"23788,VTS HEL,0,Unspecified",2.31789706632851,267,104.522445221574,"23788,VTS HEL,0,Unspecifiedyes"
73528,SAR 111261105,3,Tug,2016-12-20T08:27:01Z,54.67845,18.74161,gdansk,"73528,SAR 111261105,3,Tug",0,7,55005.7637040416,"73528,SAR 111261105,3,Tugyes"
73528,SAR 111261105,3,Tug,2016-12-20T08:29:01Z,54.59363,18.80848,gdansk,"73528,SAR 111261105,3,Tug",10378.5911809838,8,55005.7637040416,"73528,SAR 111261105,3,Tugyes"
122006,IDUNA,7,Cargo,2016-12-14T15:27:02Z,54.70171,18.99737,gdansk,"122006,IDUNA,7,Cargo",393.012310890714,418,167460.377826,"122006,IDUNA,7,Cargoyes"
122006,IDUNA,7,Cargo,2016-12-14T15:49:01Z,54.75998,18.99467,gdansk,"122006,IDUNA,7,Cargo",6488.90800389333,419,167460.377826,"122006,IDUNA,7,Cargoyes"
122250,WILSON SKY,7,Cargo,2016-12-13T22:35:02Z,54.67703,18.9902,gdansk,"122250,WILSON SKY,7,Cargo",452.198166597709,350,242047.994746671,"122250,WILSON SKY,7,Cargoyes"
122250,WILSON SKY,7,Cargo,2016-12-14T14:43:06Z,55.69126,21.13543,klaipeda,"122250,WILSON SKY,7,Cargo",177008.334000514,351,242047.994746671,"122250,WILSON SKY,7,Cargoyes"
122562,THURKUS,7,Cargo,2016-12-16T12:55:01Z,54.54402,18.82845,gdansk,"122562,THURKUS,7,Cargo",0,1028,132710.561231994,"122562,THURKUS,7,Cargoyes"
122562,THURKUS,7,Cargo,2016-12-16T12:57:02Z,54.56498,18.859,gdansk,"122562,THURKUS,7,Cargo",3055.12061257243,1029,132710.561231994,"122562,THURKUS,7,Cargoyes"
123147,ARETHOUSA,7,Cargo,2016-12-14T10:35:02Z,54.52544,18.99381,gdansk,"123147,ARETHOUSA,7,Cargo",0,2,43117.4523263105,"123147,ARETHOUSA,7,Cargoyes"
123147,ARETHOUSA,7,Cargo,2016-12-14T10:37:02Z,54.51316,18.98008,gdansk,"123147,ARETHOUSA,7,Cargo",1629.6349024777,3,43117.4523263105,"123147,ARETHOUSA,7,Cargoyes"
124752,TOLLUND,7,Cargo,2016-12-17T16:23:02Z,54.66673,19.819,kalingrad,"124752,TOLLUND,7,Cargo",0,506,120904.078427233,"124752,TOLLUND,7,Cargoyes"
124752,TOLLUND,7,Cargo,2016-12-17T19:17:01Z,54.78199,18.99543,gdansk,"124752,TOLLUND,7,Cargo",54477.9541958991,507,120904.078427233,"124752,TOLLUND,7,Cargoyes"
126010,CRESTWAY,3,Tug,2016-12-14T19:59:02Z,54.37539,18.65903,gdansk,"126010,CRESTWAY,3,Tug",1.28826709596943,750,786.324955882967,"126010,CRESTWAY,3,Tugyes"
126010,CRESTWAY,3,Tug,2016-12-14T20:01:02Z,54.37536,18.65902,gdansk,"126010,CRESTWAY,3,Tug",3.40194878598461,751,786.324955882967,"126010,CRESTWAY,3,Tugyes"
130867,SELENE PRAHM,7,Cargo,2016-12-15T03:13:01Z,54.37166,18.664,gdansk,"130867,SELENE PRAHM,7,Cargo",527.790482127693,552,95339.7543124731,"130867,SELENE PRAHM,7,Cargoyes"
130867,SELENE PRAHM,7,Cargo,2016-12-15T03:19:02Z,54.38306,18.66144,gdansk,"130867,SELENE PRAHM,7,Cargo",1279.85104207568,553,95339.7543124731,"130867,SELENE PRAHM,7,Cargoyes"
132427,PHOENIX II,7,Cargo,2016-12-19T19:03:01Z,54.45469,18.99999,gdansk,"132427,PHOENIX II,7,Cargo",877.189886110758,868,247107.089704621,"132427,PHOENIX II,7,Cargoyes"
132427,PHOENIX II,7,Cargo,2016-12-20T00:41:02Z,54.67082,19.80477,kalingrad,"132427,PHOENIX II,7,Cargo",57244.9000906938,869,247107.089704621,"132427,PHOENIX II,7,Cargoyes"
145203,VITIM,7,Cargo,2016-12-15T04:43:02Z,54.45097,18.99401,gdansk,"145203,VITIM,7,Cargo",1013.37036615296,1021,470372.024215769,"145203,VITIM,7,Cargoyes"
145203,VITIM,7,Cargo,2016-12-17T15:39:06Z,55.74082,20.80078,klaipeda,"145203,VITIM,7,Cargo",184002.725352148,1022,470372.024215769,"145203,VITIM,7,Cargoyes"
149310,MURRAY STAR,8,Tanker,2016-12-18T13:27:02Z,54.4347,18.93194,gdansk,"149310,MURRAY STAR,8,Tanker",404.74288199614,4631,50683.3831534696,"149310,MURRAY STAR,8,Tankeryes"
149310,MURRAY STAR,8,Tanker,2016-12-18T13:29:02Z,54.43482,18.95198,gdansk,"149310,MURRAY STAR,8,Tanker",1297.59278597634,4632,50683.3831534696,"149310,MURRAY STAR,8,Tankeryes"
155711,MAERSKMCKINNEYMOLLER,7,Cargo,2016-12-19T09:41:02Z,54.45481,18.99613,gdansk,"155711,MAERSKMCKINNEYMOLLER,7,Cargo",1121.22958464619,2364,116477.633857541,"155711,MAERSKMCKINNEYMOLLER,7,Cargoyes"
155711,MAERSKMCKINNEYMOLLER,7,Cargo,2016-12-19T10:57:02Z,54.78387,18.98247,gdansk,"155711,MAERSKMCKINNEYMOLLER,7,Cargo",36641.3710793647,2365,116477.633857541,"155711,MAERSKMCKINNEYMOLLER,7,Cargoyes"
156246,MARINUS,8,Tanker,2016-12-16T02:15:01Z,54.79558,18.92765,gdansk,"156246,MARINUS,8,Tanker",0,1290,708189.837187018,"156246,MARINUS,8,Tankeryes"
156246,MARINUS,8,Tanker,2016-12-18T21:11:05Z,57.60408,11.61143,gothenborg,"156246,MARINUS,8,Tanker",550007.416494016,1291,708189.837187018,"156246,MARINUS,8,Tankeryes"
156758,ANGLIA SEAWAYS,7,Cargo,2016-12-20T02:03:01Z,54.79479,18.94468,gdansk,"156758,ANGLIA SEAWAYS,7,Cargo",0,3,58219.1186034454,"156758,ANGLIA SEAWAYS,7,Cargoyes"
156758,ANGLIA SEAWAYS,7,Cargo,2016-12-20T02:05:02Z,54.78513,18.9612,gdansk,"156758,ANGLIA SEAWAYS,7,Cargo",1510.18230707738,4,58219.1186034454,"156758,ANGLIA SEAWAYS,7,Cargoyes"
157057,NEPTUNUS,8,Tanker,2016-12-13T20:35:02Z,54.79743,18.89334,gdansk,"157057,NEPTUNUS,8,Tanker",834.249641647061,301,647889.079576669,"157057,NEPTUNUS,8,Tankeryes"
157057,NEPTUNUS,8,Tanker,2016-12-18T15:47:06Z,57.60192,11.63235,gothenborg,"157057,NEPTUNUS,8,Tanker",546950.420984384,302,647889.079576669,"157057,NEPTUNUS,8,Tankeryes"
181857,KAPITAN GERASHCHENKO,2,Fishing,2016-12-18T09:53:07Z,54.53149,18.68513,gdynia,"181857,KAPITAN GERASHCHENKO,2,Fishing",715.060747252681,3318,63419.8396129125,"181857,KAPITAN GERASHCHENKO,2,Fishingyes"
181857,KAPITAN GERASHCHENKO,2,Fishing,2016-12-18T09:55:02Z,54.53154,18.70719,gdansk,"181857,KAPITAN GERASHCHENKO,2,Fishing",1424.94786640224,3319,63419.8396129125,"181857,KAPITAN GERASHCHENKO,2,Fishingyes"
184318,DC OSTEND,3,Tug,2016-12-15T06:07:08Z,54.79695,18.79787,gdynia,"184318,DC OSTEND,3,Tug",0,533,496013.444893465,"184318,DC OSTEND,3,Tugyes"
184318,DC OSTEND,3,Tug,2016-12-16T04:01:13Z,54.79846,18.7637,gdansk,"184318,DC OSTEND,3,Tug",2199.18362824162,534,496013.444893465,"184318,DC OSTEND,3,Tugyes"
195991,KAREN C,7,Cargo,2016-12-18T11:03:06Z,54.53817,18.68033,gdynia,"195991,KAREN C,7,Cargo",742.949036639143,72,57557.0005775018,"195991,KAREN C,7,Cargoyes"
195991,KAREN C,7,Cargo,2016-12-18T11:05:02Z,54.53733,18.6585,gdansk,"195991,KAREN C,7,Cargo",1412.96259972169,73,57557.0005775018,"195991,KAREN C,7,Cargoyes"
196066,BOA ODIN,3,Tug,2016-12-19T02:43:01Z,54.55005,18.81425,gdansk,"196066,BOA ODIN,3,Tug",0,120,63916.1775550087,"196066,BOA ODIN,3,Tugyes"
196066,BOA ODIN,3,Tug,2016-12-19T02:45:02Z,54.54596,18.80762,gdansk,"196066,BOA ODIN,3,Tug",624.940264964301,121,63916.1775550087,"196066,BOA ODIN,3,Tugyes"
201103,STENA BALTICA,6,Passenger,2016-12-14T19:55:01Z,54.56133,18.82333,gdansk,"201103,STENA BALTICA,6,Passenger",0,270,730691.325929896,"201103,STENA BALTICA,6,Passengeryes"
201103,STENA BALTICA,6,Passenger,2016-12-14T19:57:02Z,54.53783,18.7605,gdansk,"201103,STENA BALTICA,6,Passenger",4826.97721193779,271,730691.325929896,"201103,STENA BALTICA,6,Passengeryes"
201104,EILEEN MCLOUGHLIN,3,Tug,2016-12-17T14:45:02Z,54.53,18.80567,gdansk,"201104,EILEEN MCLOUGHLIN,3,Tug",0,526,10534.060244391,"201104,EILEEN MCLOUGHLIN,3,Tugyes"
201104,EILEEN MCLOUGHLIN,3,Tug,2016-12-18T06:55:02Z,54.58433,18.89067,gdansk,"201104,EILEEN MCLOUGHLIN,3,Tug",8166.11662254235,527,10534.060244391,"201104,EILEEN MCLOUGHLIN,3,Tugyes"
201975,MEWO NAVIGATOR,3,Tug,2016-12-17T19:11:06Z,54.78692,18.54412,gdynia,"201975,MEWO NAVIGATOR,3,Tug",0,1141,120662.218431059,"201975,MEWO NAVIGATOR,3,Tugyes"
201975,MEWO NAVIGATOR,3,Tug,2016-12-17T19:13:07Z,54.78175,18.55804,gdynia,"201975,MEWO NAVIGATOR,3,Tug",1062.86734080904,1142,120662.218431059,"201975,MEWO NAVIGATOR,3,Tugyes"
204384,ORAMALIA,8,Tanker,2016-12-13T18:11:02Z,54.56119,18.85031,gdansk,"204384,ORAMALIA,8,Tanker",0,219,54825.9939745527,"204384,ORAMALIA,8,Tankeryes"
204384,ORAMALIA,8,Tanker,2016-12-13T18:13:02Z,54.57315,18.87065,gdansk,"204384,ORAMALIA,8,Tanker",1869.68592252025,220,54825.9939745527,"204384,ORAMALIA,8,Tankeryes"
204427,PHANTOM,7,Cargo,2016-12-16T10:05:04Z,59.92157,30.00041,st_petersburg,"204427,PHANTOM,7,Cargo",0,3772,946528.205930981,"204427,PHANTOM,7,Cargoyes"
204427,PHANTOM,7,Cargo,2016-12-18T14:37:01Z,54.78657,18.99969,gdansk,"204427,PHANTOM,7,Cargo",871651.093967599,3773,946528.205930981,"204427,PHANTOM,7,Cargoyes"
205520,MULTIMAR,7,Cargo,2016-12-20T11:01:02Z,54.78885,18.91414,gdansk,"205520,MULTIMAR,7,Cargo",539.571454327892,3,3605.96154275774,"205520,MULTIMAR,7,Cargoyes"
205520,MULTIMAR,7,Cargo,2016-12-20T11:07:03Z,54.78098,18.93245,gdansk,"205520,MULTIMAR,7,Cargo",1465.94293855861,4,3605.96154275774,"205520,MULTIMAR,7,Cargoyes"
205637,LIV KRISTIN,7,Cargo,2016-12-16T18:07:01Z,54.6979,18.96096,gdansk,"205637,LIV KRISTIN,7,Cargo",0,804,110764.230047902,"205637,LIV KRISTIN,7,Cargoyes"
205637,LIV KRISTIN,7,Cargo,2016-12-16T18:09:02Z,54.71239,18.92755,gdansk,"205637,LIV KRISTIN,7,Cargo",2686.9209138275,805,110764.230047902,"205637,LIV KRISTIN,7,Cargoyes"
206401,TRANSOSPREY,7,Cargo,2016-12-16T22:13:02Z,54.72713,18.99946,gdansk,"206401,TRANSOSPREY,7,Cargo",925.216099371087,2559,983477.317005825,"206401,TRANSOSPREY,7,Cargoyes"
206401,TRANSOSPREY,7,Cargo,2016-12-18T14:43:03Z,59.92068,30.0053,st_petersburg,"206401,TRANSOSPREY,7,Cargo",876546.780157696,2560,983477.317005825,"206401,TRANSOSPREY,7,Cargoyes"
213558,MINERVA GEORGIA,8,Tanker,2016-12-16T11:03:01Z,54.45885,18.99556,gdansk,"213558,MINERVA GEORGIA,8,Tanker",0,2444,124868.444940903,"213558,MINERVA GEORGIA,8,Tankeryes"
213558,MINERVA GEORGIA,8,Tanker,2016-12-16T12:41:02Z,54.79312,18.9965,gdansk,"213558,MINERVA GEORGIA,8,Tanker",37210.8154951885,2445,124868.444940903,"213558,MINERVA GEORGIA,8,Tankeryes"
214595,MINERVA ALICE,8,Tanker,2016-12-15T07:57:01Z,54.38025,18.65993,gdansk,"214595,MINERVA ALICE,8,Tanker",0,1109,5516.78036616432,"214595,MINERVA ALICE,8,Tankeryes"
214595,MINERVA ALICE,8,Tanker,2016-12-15T07:59:01Z,54.38085,18.65798,gdansk,"214595,MINERVA ALICE,8,Tanker",142.982267686783,1110,5516.78036616432,"214595,MINERVA ALICE,8,Tankeryes"
222305,SANDETTIE,7,Cargo,2016-12-14T02:51:02Z,54.40707,18.65818,gdansk,"222305,SANDETTIE,7,Cargo",3.88742779031479,904,52462.1154617773,"222305,SANDETTIE,7,Cargoyes"
222305,SANDETTIE,7,Cargo,2016-12-14T10:09:01Z,54.75603,18.96664,gdansk,"222305,SANDETTIE,7,Cargo",43646.5592404995,905,52462.1154617773,"222305,SANDETTIE,7,Cargoyes"
223660,THUN GALAXY,8,Tanker,2016-12-17T13:01:01Z,54.69195,18.99655,gdansk,"223660,THUN GALAXY,8,Tanker",749.918626054664,4186,274322.058734547,"223660,THUN GALAXY,8,Tankeryes"
223660,THUN GALAXY,8,Tanker,2016-12-17T21:23:06Z,55.74546,20.80074,klaipeda,"223660,THUN GALAXY,8,Tanker",163940.203225497,4187,274322.058734547,"223660,THUN GALAXY,8,Tankeryes"
226912,HENDRIKA MARGARETHA,7,Cargo,2016-12-13T20:05:05Z,57.92032,11.60437,gothenborg,"226912,HENDRIKA MARGARETHA,7,Cargo",309.795334325375,23,633867.721273052,"226912,HENDRIKA MARGARETHA,7,Cargoyes"
226912,HENDRIKA MARGARETHA,7,Cargo,2016-12-19T16:45:06Z,54.79905,18.5848,gdynia,"226912,HENDRIKA MARGARETHA,7,Cargo",552737.48669579,24,633867.721273052,"226912,HENDRIKA MARGARETHA,7,Cargoyes"
231568,ENFORCER,7,Cargo,2016-12-16T12:55:07Z,54.53519,18.59532,gdynia,"231568,ENFORCER,7,Cargo",0,82,114991.044409067,"231568,ENFORCER,7,Cargoyes"
231568,ENFORCER,7,Cargo,2016-12-16T12:57:07Z,54.53548,18.55798,gdynia,"231568,ENFORCER,7,Cargo",2411.91903946404,83,114991.044409067,"231568,ENFORCER,7,Cargoyes"
254064,EMOTION,7,Cargo,2016-12-15T12:07:02Z,54.79411,18.97551,gdansk,"254064,EMOTION,7,Cargo",1084.42280971253,603,334052.968571825,"254064,EMOTION,7,Cargoyes"
254064,EMOTION,7,Cargo,2016-12-15T19:05:06Z,55.73155,20.80289,klaipeda,"254064,EMOTION,7,Cargo",155958.098892865,604,334052.968571825,"254064,EMOTION,7,Cargoyes"
259202,TINA,7,Cargo,2016-12-13T15:49:01Z,54.55447,18.84484,gdansk,"259202,TINA,7,Cargo",0,156,45652.2094565551,"259202,TINA,7,Cargoyes"
259202,TINA,7,Cargo,2016-12-13T15:51:01Z,54.56521,18.86041,gdansk,"259202,TINA,7,Cargo",1561.87959913145,157,45652.2094565551,"259202,TINA,7,Cargoyes"
260071,DONGEBORG,7,Cargo,2016-12-14T11:05:01Z,54.74545,18.9621,gdansk,"260071,DONGEBORG,7,Cargo",0,12,73473.10994951,"260071,DONGEBORG,7,Cargoyes"
260071,DONGEBORG,7,Cargo,2016-12-14T11:07:01Z,54.73329,18.95905,gdansk,"260071,DONGEBORG,7,Cargo",1367.76214742204,13,73473.10994951,"260071,DONGEBORG,7,Cargoyes"
264274,LINGEDIJK,7,Cargo,2016-12-14T02:51:02Z,54.40303,18.67678,gdansk,"264274,LINGEDIJK,7,Cargo",0,898,52123.8358515705,"264274,LINGEDIJK,7,Cargoyes"
264274,LINGEDIJK,7,Cargo,2016-12-14T10:09:01Z,54.50918,18.78108,gdansk,"264274,LINGEDIJK,7,Cargo",13608.3680664306,899,52123.8358515705,"264274,LINGEDIJK,7,Cargoyes"
265510,THEA MARIEKE,7,Cargo,2016-12-16T20:27:06Z,54.53445,18.79455,gdynia,"265510,THEA MARIEKE,7,Cargo",1286.16552144876,100,89252.6920168253,"265510,THEA MARIEKE,7,Cargoyes"
265510,THEA MARIEKE,7,Cargo,2016-12-16T20:29:02Z,54.52118,18.77537,gdansk,"265510,THEA MARIEKE,7,Cargo",1928.03460627701,101,89252.6920168253,"265510,THEA MARIEKE,7,Cargoyes"
268459,ALANA EVITA,7,Cargo,2016-12-17T16:43:03Z,54.66463,19.82511,kalingrad,"268459,ALANA EVITA,7,Cargo",0,107,151515.425221382,"268459,ALANA EVITA,7,Cargoyes"
268459,ALANA EVITA,7,Cargo,2016-12-17T19:45:01Z,54.5491,18.98915,gdansk,"268459,ALANA EVITA,7,Cargo",55410.7859551471,108,151515.425221382,"268459,ALANA EVITA,7,Cargoyes"
272139,PRINS MAURITS,8,Tanker,2016-12-14T02:51:02Z,54.46178,18.87786,gdansk,"272139,PRINS MAURITS,8,Tanker",7.20396682043456,454,27914.3797919595,"272139,PRINS MAURITS,8,Tankeryes"
272139,PRINS MAURITS,8,Tanker,2016-12-14T10:09:01Z,54.45961,18.87485,gdansk,"272139,PRINS MAURITS,8,Tanker",310.299720886303,455,27914.3797919595,"272139,PRINS MAURITS,8,Tankeryes"
280027,SCOTTISH VIKING,6,Passenger,2016-12-19T18:57:01Z,54.765,18.94562,gdansk,"280027,SCOTTISH VIKING,6,Passenger",0,4338,68789.576450516,"280027,SCOTTISH VIKING,6,Passengeryes"
280027,SCOTTISH VIKING,6,Passenger,2016-12-19T18:59:02Z,54.78376,18.93119,gdansk,"280027,SCOTTISH VIKING,6,Passenger",2284.66295453262,4339,68789.576450516,"280027,SCOTTISH VIKING,6,Passengeryes"
283730,BOGDAN,7,Cargo,2016-12-14T02:51:02Z,54.38472,18.66143,gdansk,"283730,BOGDAN,7,Cargo",3.40192061242692,454,51514.2123484679,"283730,BOGDAN,7,Cargoyes"
283730,BOGDAN,7,Cargo,2016-12-14T10:09:01Z,54.78593,18.98923,gdansk,"283730,BOGDAN,7,Cargo",49415.317785921,455,51514.2123484679,"283730,BOGDAN,7,Cargoyes"
287761,WILSON BILBAO,7,Cargo,2016-12-14T19:55:01Z,54.67572,18.93328,gdansk,"287761,WILSON BILBAO,7,Cargo",0,51,129286.469728704,"287761,WILSON BILBAO,7,Cargoyes"
287761,WILSON BILBAO,7,Cargo,2016-12-14T19:57:02Z,54.65024,18.92236,gdansk,"287761,WILSON BILBAO,7,Cargo",2922.26231623795,52,129286.469728704,"287761,WILSON BILBAO,7,Cargoyes"
297592,JAMES COOK,3,Tug,2016-12-18T00:09:02Z,54.37533,18.6615,gdansk,"297592,JAMES COOK,3,Tug",0,3035,7632.52099675059,"297592,JAMES COOK,3,Tugyes"
297592,JAMES COOK,3,Tug,2016-12-18T00:11:02Z,54.37517,18.6615,gdansk,"297592,JAMES COOK,3,Tug",17.8111185265375,3036,7632.52099675059,"297592,JAMES COOK,3,Tugyes"
299816,LUKE,8,Tanker,2016-12-18T16:41:02Z,54.79767,18.91228,gdansk,"299816,LUKE,8,Tanker",831.589633294524,5246,648807.605543891,"299816,LUKE,8,Tankeryes"
299816,LUKE,8,Tanker,2016-12-20T01:09:04Z,57.60288,11.67853,gothenborg,"299816,LUKE,8,Tanker",545609.115926514,5247,648807.605543891,"299816,LUKE,8,Tankeryes"
300096,AKACIA,7,Cargo,2016-12-16T08:11:02Z,54.46332,18.9992,gdansk,"300096,AKACIA,7,Cargo",896.588967412485,694,159005.121614868,"300096,AKACIA,7,Cargoyes"
300096,AKACIA,7,Cargo,2016-12-16T11:41:02Z,54.66873,19.80998,kalingrad,"300096,AKACIA,7,Cargo",57104.5007866035,695,159005.121614868,"300096,AKACIA,7,Cargoyes"
300118,IRIS BOLTEN,7,Cargo,2016-12-15T03:51:06Z,55.62799,20.80453,klaipeda,"300118,IRIS BOLTEN,7,Cargo",1495.86245376338,347,310225.614173201,"300118,IRIS BOLTEN,7,Cargoyes"
300118,IRIS BOLTEN,7,Cargo,2016-12-15T10:15:01Z,54.69598,18.99102,gdansk,"300118,IRIS BOLTEN,7,Cargo",155116.907937662,348,310225.614173201,"300118,IRIS BOLTEN,7,Cargoyes"
300801,FREDERIK,7,Cargo,2016-12-17T00:37:03Z,55.19833,19.88672,kalingrad,"300801,FREDERIK,7,Cargo",659.698572817787,504,320001.553048708,"300801,FREDERIK,7,Cargoyes"
300801,FREDERIK,7,Cargo,2016-12-17T05:11:06Z,55.7121,20.80083,klaipeda,"300801,FREDERIK,7,Cargo",81242.2906617496,505,320001.553048708,"300801,FREDERIK,7,Cargoyes"
301169,BALTIYSKIY-202,7,Cargo,2016-12-20T09:11:07Z,54.46891,18.71478,gdynia,"301169,BALTIYSKIY-202,7,Cargo",0,6139,122042.846968233,"301169,BALTIYSKIY-202,7,Cargoyes"
301169,BALTIYSKIY-202,7,Cargo,2016-12-20T09:31:02Z,54.50566,18.77121,gdansk,"301169,BALTIYSKIY-202,7,Cargo",5481.89688442736,6140,122042.846968233,"301169,BALTIYSKIY-202,7,Cargoyes"
301374,MARY A,8,Tanker,2016-12-17T16:51:07Z,54.4532,18.68288,gdynia,"301374,MARY A,8,Tanker",733.646198638074,48,110486.246961859,"301374,MARY A,8,Tankeryes"
301374,MARY A,8,Tanker,2016-12-17T16:53:01Z,54.46228,18.70129,gdansk,"301374,MARY A,8,Tanker",1562.34347522344,49,110486.246961859,"301374,MARY A,8,Tankeryes"
304547,SOLSTRAUM,8,Tanker,2016-12-13T21:59:05Z,57.60824,11.60952,gothenborg,"304547,SOLSTRAUM,8,Tanker",0,3,609036.266611841,"304547,SOLSTRAUM,8,Tankeryes"
304547,SOLSTRAUM,8,Tanker,2016-12-20T02:49:02Z,54.73861,18.998,gdansk,"304547,SOLSTRAUM,8,Tanker",557803.19502805,4,609036.266611841,"304547,SOLSTRAUM,8,Tankeryes"
307788,STAR ISFJORD,7,Cargo,2016-12-19T11:43:02Z,54.75713,18.99659,gdansk,"307788,STAR ISFJORD,7,Cargo",970.020846799964,8,53902.7045249206,"307788,STAR ISFJORD,7,Cargoyes"
307788,STAR ISFJORD,7,Cargo,2016-12-19T12:01:09Z,54.69692,18.99504,gdansk,"307788,STAR ISFJORD,7,Cargo",6703.28712494404,9,53902.7045249206,"307788,STAR ISFJORD,7,Cargoyes"
315660,MAJA,3,Tug,2016-12-14T02:51:02Z,54.36606,18.64834,gdansk,"315660,MAJA,3,Tug",1.28834125932857,443,59478.2151510754,"315660,MAJA,3,Tugyes"
315660,MAJA,3,Tug,2016-12-14T10:09:01Z,54.40533,18.66537,gdansk,"315660,MAJA,3,Tug",4508.75543333299,444,59478.2151510754,"315660,MAJA,3,Tugyes"
315661,TYTAN,3,Tug,2016-12-19T12:55:06Z,54.40533,18.66829,gdynia,"315661,TYTAN,3,Tug",0,590,125249.758955224,"315661,TYTAN,3,Tugyes"
315661,TYTAN,3,Tug,2016-12-19T12:59:02Z,54.42708,18.65045,gdansk,"315661,TYTAN,3,Tug",2682.83909025711,591,125249.758955224,"315661,TYTAN,3,Tugyes"
315663,OCEANIA,3,Tug,2016-12-17T23:51:02Z,54.395,18.67381,gdansk,"315663,OCEANIA,3,Tug",0,2941,8761.57012957045,"315663,OCEANIA,3,Tugyes"
315663,OCEANIA,3,Tug,2016-12-17T23:53:02Z,54.39485,18.67397,gdansk,"315663,OCEANIA,3,Tug",19.6557394904274,2942,8761.57012957045,"315663,OCEANIA,3,Tugyes"
315672,ARES,3,Tug,2016-12-20T00:29:06Z,54.40098,18.7215,gdynia,"315672,ARES,3,Tug",711.502425211166,4682,126141.552868341,"315672,ARES,3,Tugyes"
315672,ARES,3,Tug,2016-12-20T00:31:02Z,54.39855,18.70049,gdansk,"315672,ARES,3,Tug",1388.1026518477,4683,126141.552868341,"315672,ARES,3,Tugyes"
315676,AGIS,3,Tug,2016-12-19T08:41:01Z,54.40693,18.66183,gdansk,"315676,AGIS,3,Tug",0,3912,51637.3144870851,"315676,AGIS,3,Tugyes"
315676,AGIS,3,Tug,2016-12-19T08:45:02Z,54.40404,18.67805,gdansk,"315676,AGIS,3,Tug",1099.08070612791,3913,51637.3144870851,"315676,AGIS,3,Tugyes"
315677,ARGO,3,Tug,2016-12-14T23:59:02Z,54.39029,18.6687,gdansk,"315677,ARGO,3,Tug",0,863,8829.49326953643,"315677,ARGO,3,Tugyes"
315677,ARGO,3,Tug,2016-12-15T00:01:01Z,54.39014,18.66879,gdansk,"315677,ARGO,3,Tug",17.687589423893,864,8829.49326953643,"315677,ARGO,3,Tugyes"
